ParticipantID,NLL,Recovered_lr,Synthetic_lr,Recovered_vunsamp,Synthetic_vunsamp,Recovered_vsamp,Synthetic_vsamp,Recovered_vps,Synthetic_vps,Recovered_lam,Synthetic_lam,Recovered_kappa_a,Synthetic_kappa_a,Recovered_prior_r,Synthetic_prior_r,Recovered_a_bs,Synthetic_a_bs,Recovered_ndt,Synthetic_ndt,Recovered_v_max_stage_0,Synthetic_v_max_stage_0,Recovered_v_max_stage_1,Synthetic_v_max_stage_1,Recovered_v_mod,Synthetic_v_mod
11,0.4027029405422597,0.8440565228895823,2.230351260684447,0.35932850766035235,0.5162049743193857,0.9,0.8148396419637057,0.8418666069726756,0.3126725395205446,3.060204842126573,4.475283795912553,5.0,4.256188312507487,0.5300527593268761,0.546097581939215,2.894687005844646,2.7197738590476144,0.23957113426724877,0.278359330394316,4.881039442636651,4.87471301625849,2.843305398101608,6.209523875804722,0.5549293353757399,0.1333940301452399
12,1.8717518917198028,0.1605902295838484,0.1316348663701378,0.15475381462888002,0.1020699010177435,0.4436793521384528,0.4297149687056877,0.0,0.0216240611677276,10.0,6.262089291372217,0.6874145038052659,0.4879130898804223,0.4814859294664312,0.3505769226297475,1.9655028743635412,1.8780238996680083,0.09227408324425583,0.115826746706249,2.438717114276403,2.705519937974664,0.17387027190649093,0.2107967283551126,1.0,0.9850455536104694
13,0.37377354810783386,2.2117452090409038,2.4462944324856424,0.33683836419995494,0.3405184549517241,0.04406282620188265,0.0238755159994042,0.33952109569290917,0.3508548735374858,3.801937551578039,4.525586263864343,4.705138342078867,4.655015968822514,0.366557086696049,0.367102503102834,2.7605298554328916,2.5746929970082064,0.6514683652596176,0.6651683545821934,1.9049402458425546,1.8596096979633887,5.130791207058651,5.057633489864318,1.0,0.7865007628599349
14,0.6163616700386887,4.0,0.3863161377136541,0.783209767783953,0.545431768352066,0.2950239731354083,0.0234539394195539,0.0,0.006342051429068,1.1883456582010106,0.5952860714007135,1.5093996969347754,2.407002295745182,0.43474269677353855,0.7554224652141386,1.8620347840146758,1.8005623213143898,0.0820711887451653,0.0750326393365408,8.91337139548367,8.613524744830288,0.287733027985939,5.192975854704402,1.0,0.3189358689174241
15,0.8024009193828757,3.883816057049811,3.852129355138703,0.88530482838264,0.8444355916521404,0.3787452932857498,0.2340170747610231,0.0,0.1812526683423482,2.1145647994960424,5.889087033060773,3.769702327650553,4.212591049207795,0.3154082059597019,0.4020326538470329,2.3638270288002716,2.469788859417768,0.18157345824605592,0.1622449994788077,1.885011307404052,1.9459373523814183,7.315715064962641,7.613352159920956,0.43979866955157226,0.1500984613520499
16,1.973251025239463,1.3059043587263823,1.06362816419131,0.668197422805603,0.6205453768599025,0.020591729939349854,0.0135803768696811,0.0,0.0289749634817134,5.348411265935815,2.8752594002402865,2.2648097930684634,1.6831159025614957,0.42448539415520975,0.4173296633180067,3.146118740078199,3.2866051294000225,0.15539392485496137,0.0359809676586418,2.722163957768597,3.5839524462532517,4.047089126949554,6.382781332668243,0.11478499027673304,0.1430041095183226
17,2.0269161694800246,2.2432782277214427,3.4309544580457625,0.5535213163786116,0.5810079674460895,0.0,0.1037640829320243,0.273687653353744,0.1872876689990525,1.1998045709748846,7.454983307481646,0.533421800548433,2.017033141670864,0.40613038288922276,0.4906820365691041,3.4303924078194714,3.583583788869092,0.19537860593421746,0.1374435496242309,10.0,9.643727973861177,0.4949386716103876,0.4262968179657989,0.6403409428240772,0.0994402572548848
18,1.5330194964714066,0.39799808665504666,0.892953723761774,0.7404882553869281,0.7259265740344627,0.7138072503247819,0.4102855266325522,0.13924200734010497,0.5879260280351875,3.853946467427439,1.7432113751983724,0.6180265545058866,0.8336096646326413,0.6067995644323488,0.5125090043322735,3.081655148992445,3.03908645053682,0.4380686648983705,0.4624744652150284,10.0,8.696140851211128,8.38429492872959,6.604119346706403,0.30878822614971807,0.2490900884519328
19,0.998558832476781,1.7409597947619948,0.9396088832084196,0.32967091115840363,0.3366420451803626,0.6507828165385575,0.6809544506665955,0.8846710374180504,0.844143897878804,10.0,8.61905999318833,1.615475394105269,1.308053963414609,0.4316251910362666,0.4473673567871419,2.6492293435440404,2.5627131679661894,0.518735544898275,0.5468344558158084,3.7011230523620977,3.892749454089657,1.0016677866190298,1.014207768812767,0.3582851471613289,0.7122448043972556
20,1.6951948498767306,0.18051650553655008,0.3525406557017354,0.7522585162982737,0.7794696864363476,0.7253556412946175,0.7771035962993711,0.6604483186245453,0.6376057123638355,1.8086397683715791,4.864245738076861,1.2732018046519409,3.4957328270645824,0.4285708674280793,0.4369922360610591,3.240674766122985,3.2507351418853903,0.7907598206604042,0.7864170822798477,1.7434701510767519,1.5552858387362167,4.4764562033541075,3.1781755035059778,1.0,0.3439831767859903
21,1.4488716643184654,2.4420571704667675,1.4566811946141032,0.5813398072537999,0.5099810010191089,0.6167002819425741,0.037518698268259,0.0,0.5939727470675092,0.40315681894398947,2.0163175905663437,1.4491043050244456,2.0823127808655406,0.2,0.47053559390042,1.5578122406627586,1.59028904732629,0.3860711178761545,0.3832803101280125,1.8285524118724474,1.8030606084775933,1.186464973905361,0.6813005739407441,0.8602468805677044,0.5512566489358516
22,-0.41026052384474593,2.406534844288428,2.3834677824666044,0.13145885206730373,0.1309498102995379,0.20538371268707886,0.2078475374899117,0.24347666852847075,0.2577394183836441,6.1586099546304185,8.307513669044258,0.48412515257782585,0.7671047058120617,0.5337434049053209,0.531283284532089,2.5215803521194053,2.402116955461112,0.32642377065062667,0.3434200931086723,3.498590073929905,3.506171893069536,9.281047101142077,9.591120175192025,0.7772330975132212,0.5533439494595207
23,-0.029261330207101286,4.0,2.610924803603819,0.4581241428373231,0.441666104799972,0.3641498550290649,0.5819849835046115,0.6656443212308873,0.5447257069563558,8.394434046447769,1.4517329292009562,3.8196253316940276,1.673402664422966,0.5348575223570542,0.4762603960753601,0.7448842056825987,0.772940147943624,0.3683820084747491,0.3630733236044982,2.2124213242076296,2.281416342929222,10.0,8.47502602270402,0.04059739086858856,0.3414740800212986
