ParticipantID,NLL,Recovered_lr1,Synthetic_lr1,Recovered_lr2,Synthetic_lr2,Recovered_lam,Synthetic_lam,Recovered_w,Synthetic_w,Recovered_p,Synthetic_p,Recovered_a_bs,Synthetic_a_bs,Recovered_ndt,Synthetic_ndt,Recovered_v_max_stage_0,Synthetic_v_max_stage_0,Recovered_v_max_stage_1,Synthetic_v_max_stage_1,Recovered_v_mod,Synthetic_v_mod
11,2.5859208316866233,1.0,0.9625683829259783,0.013031556956436569,0.0947374283771077,0.47033525152749184,0.5103297278488993,0.8513794704286137,0.2816384738815614,0.036213592818058624,0.1041961930347377,1.8352208738204683,1.893885197501512,0.9109512365388489,0.8561520491959683,10.0,3.0191992726930605,3.6825244993256057,0.9896768637930976,1.0,0.8242820065899136
12,3.4942010832194437,0.0642084271022867,0.8630086510276841,0.21384865356487254,0.1139682281364768,0.211701343530769,0.6934399065321407,0.2680216030470361,0.988232644314787,-0.11585994839690517,-0.5617970482281649,2.68089277101476,2.712759506060002,0.7772832640011447,0.6434220917705371,4.46668638513607,5.842975113617227,0.0,0.6480264317309892,0.49353137063131725,0.0705118692714688
13,2.055632916358307,0.04571093279053813,0.0898700714121801,0.7917326448405946,0.7835749100804529,0.0,0.2426478404519541,0.7952548999442031,0.926631707194082,0.1730455634456031,0.1907274885962342,2.454152292887455,2.4616530388149327,0.17939654126992974,0.1557018280526735,3.3837387236706116,2.493422523871801,10.0,7.950882710713421,0.6855203413378851,0.9098363112991836
14,0.920019498147558,0.634440239959284,0.4150701284065735,0.26755940128580713,0.2742515565262898,0.6614458840979691,0.6499648375813161,0.8255240236260604,0.8483654531449251,0.3159741646787178,0.2889016357300842,2.0356728588172888,1.9948450448784496,0.8730568847563105,0.8727931292879024,8.157067846955048,9.98245846765498,7.1396715802671205,7.869003689542021,1.0,0.9201330531128968
15,0.33935010057295617,1.0,0.0221628945449976,0.9297067868803446,0.9079936701748323,0.0,0.3931333597015192,0.9479577699264946,0.851112255626477,-0.899270346738256,-0.8485979756913973,1.1986362321064767,1.123315826874587,0.005067490524195754,0.0078153175064333,4.926304690676353,5.006146273137357,9.22563478262224,7.87425201098901,1.0,0.9811290113991142
16,0.6681430041390515,0.23755183991168072,0.4406305380470606,0.5693803444320734,0.4812630625174485,0.0,0.5345341378803455,0.690390131303411,0.9219627563797675,0.05212834664527795,0.3795455359938351,0.6770497100750299,0.6600989065618035,0.4993617952761553,0.4974909110707597,10.0,4.239987842463875,5.450625163180103,7.446209258496285,0.5238126841096036,0.4074103949287864
17,-0.5542557879217511,1.0,0.6354881137360483,0.7577919479685636,0.7741308005059349,0.4612581217652442,0.4046113481977027,0.07017637284687638,0.3384716964194413,1.0,0.7913454198872296,0.46891808905923543,0.4454460563129886,0.3378078899946015,0.3393750853693204,4.944060584951252,6.848363538825355,6.10694917093233,6.263244003691264,1.0,0.9171294683244644
18,2.033555028916007,0.0,0.6066336733300439,0.06118506867591318,0.0401252220056269,0.6676663476458424,0.0921846502937542,0.40731749445252213,0.9883899553992568,-0.7135889215743814,-0.7916650503189311,1.9493425990651645,2.011726406102909,0.3811045647846454,0.3294692456309782,2.981164347754064,8.468187520775269,2.1229989563064504,6.16807912686633,1.0,0.3275728714812042
19,3.1102586466372037,0.057345514651721795,0.4394689344470038,0.8640075496856415,0.9295237967451012,1.0,0.1848514717021135,0.0,0.5995416393375052,-0.10849668342908911,-0.1633798550812977,2.929599802497892,3.0240605541249383,0.436933709755201,0.4727379356041332,0.7189751628891399,0.5680233592060635,2.865383139968121,5.408623638320185,1.0,0.4999021577883371
20,2.645779698052639,0.45430743841796867,0.7981740436927369,0.14003855807589283,0.7777681817819385,1.0,0.3475201725896367,0.0,0.4018272778947341,-0.4557112346124077,-0.5114736323526448,1.7661505601056755,1.7262554964392105,0.6149299633025989,0.6230152564980027,0.6578063254709274,2.403923144398182,0.3849426667182086,1.815488293955472,1.0,0.0891333671682023
21,-0.13395515135350053,0.2666228628101593,0.4743252535104283,0.6123369448902205,0.6082623479639554,1.0,0.851383894583977,0.20879621481036825,0.0293675825495626,-0.6726298736735427,-0.8893145645521185,0.635442407796277,0.6374085872864039,0.5282271232518317,0.5259805738819959,7.018096810066573,7.700618721035171,6.635518250176695,8.788383106915727,1.0,0.8045618016220226
22,2.3421596796715707,1.0,0.7438372231822779,0.3665617046484433,0.3341577181130325,0.1170473247772213,0.2306983893165349,0.9035129977772919,0.9655708064242444,-0.2402203441030914,-0.2934815736066787,1.7846855268900772,1.7230994101138013,0.8497308667301767,0.9094930768216836,10.0,6.848141298944663,6.348002651707544,6.121983433441695,0.3464001042887824,0.3557688668618501
23,2.809232540686311,0.048811993636430025,0.1830040391356613,0.04472707686383785,0.0232650855277021,0.0,0.1327627998593744,0.4726153871241089,0.0791784361651394,0.014885471413984296,0.2377877045006819,1.8568201850209562,1.8742839413574468,0.6476810323804773,0.6380868559495784,6.693882771732995,1.7528993964158068,0.969557349090383,2.1626628407103023,0.6451755169162834,0.1839412730801657
